,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus,0
Talpa europaea,92000000,92000000,69775000,338650000,92000000,316350000,87325000,92000000,316350000,63575000,88177000,87325000,92000000,69775000,92000000,69775000,92000000,69775000,109550000,316350000,87325000,92000000,69775000,63575000,87325000,69775000,69775000,69775000,144850000,316350000,87325000,62500000,92000000,92000000,87325000,144850000,316350000,92000000,69775000,475975000,316350000,69775000,316350000,92000000,109550000,87325000,62500000,316350000,144850000,62500000,92000000,92000000,92000000,12432500,87325000,69775000,316350000,69775000,316350000,69775000,69775000,92000000,92000000,69775000,59875000,144850000,62500000,87325000,109550000,69775000,92000000,0
Ursus maritimus,99275000,99275000,57350000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,44675000,99275000,44675000,99275000,31232500,109550000,316350000,87325000,99275000,57350000,70850000,87325000,44675000,44675000,57350000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,57350000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,876675,316350000,3930250,316350000,63150000,43875000,99275000,99275000,43875000,67150000,144850000,69775000,87325000,109550000,31232500,99275000,69775000,0
Aotus trivirgatus,66450000,66450000,99275000,338650000,14350000,316350000,87325000,32327925,316350000,93075000,88177000,87325000,14350000,99275000,25062500,99275000,66450000,99275000,109550000,316350000,87325000,66450000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,20450000,25062500,87325000,144850000,316350000,25062500,99275000,475975000,316350000,99275000,316350000,14350000,109550000,87325000,92000000,316350000,144850000,92000000,31975000,25062500,20450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,20450000,25062500,99275000,89375000,144850000,92000000,87325000,109550000,99275000,66450000,92000000,99275000,0
Bradypus tridactylus,89375000,89375000,67150000,338650000,89375000,316350000,87325000,89375000,316350000,60950000,88177000,87325000,89375000,67150000,89375000,67150000,89375000,67150000,109550000,316350000,87325000,89375000,67150000,60950000,87325000,67150000,67150000,67150000,144850000,316350000,87325000,59875000,89375000,89375000,87325000,144850000,316350000,89375000,67150000,475975000,316350000,67150000,316350000,89375000,109550000,87325000,59875000,316350000,144850000,59875000,89375000,89375000,89375000,59875000,87325000,67150000,316350000,67150000,316350000,67150000,67150000,89375000,89375000,67150000,57250000,144850000,59875000,87325000,109550000,67150000,89375000,59875000,67150000,89375000,0
Bubalus bubalis,87325000,87325000,87325000,338650000,87325000,316350000,48200000,87325000,316350000,87325000,88177000,49650000,87325000,87325000,87325000,87325000,87325000,87325000,109550000,316350000,48200000,87325000,87325000,87325000,48200000,87325000,87325000,87325000,144850000,316350000,15138000,87325000,87325000,87325000,48200000,144850000,316350000,87325000,87325000,475975000,316350000,87325000,316350000,87325000,109550000,3527250,87325000,316350000,144850000,87325000,87325000,87325000,87325000,87325000,17325000,87325000,316350000,87325000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,48200000,109550000,87325000,87325000,87325000,87325000,87325000,87325000,0
Caretta caretta,316350000,316350000,316350000,338650000,316350000,271550000,316350000,316350000,271550000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,316350000,316350000,475975000,271550000,316350000,271550000,316350000,316350000,316350000,316350000,271550000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,316350000,271550000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,0
Gallus gallus,316350000,316350000,316350000,338650000,316350000,77560000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,77560000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,77560000,316350000,316350000,316350000,316350000,316350000,316350000,77560000,316350000,316350000,475975000,95650000,316350000,77560000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,77560000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,0
Columba livia,316350000,316350000,316350000,338650000,316350000,105150000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,96825000,316350000,316350000,475975000,95650000,316350000,58850000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,58850000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,0
Helarctos malayanus,99275000,99275000,57350000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,44675000,99275000,44675000,99275000,31232500,109550000,316350000,87325000,99275000,57350000,70850000,87325000,44675000,44675000,57350000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,57350000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,1069000,316350000,3930250,316350000,63150000,43875000,99275000,99275000,43875000,67150000,144850000,69775000,87325000,109550000,31232500,99275000,69775000,261175,99275000,67150000,87325000,316350000,316350000,316350000,0
Lepus europaeus,60725000,60725000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,60725000,99275000,109550000,316350000,87325000,60725000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,18135250,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,0
Loxodonta africana,93075000,93075000,70850000,338650000,93075000,316350000,87325000,93075000,316350000,62525000,88177000,87325000,93075000,70850000,93075000,70850000,93075000,70850000,109550000,316350000,87325000,93075000,70850000,26915750,87325000,70850000,70850000,70850000,144850000,316350000,87325000,63575000,93075000,93075000,87325000,144850000,316350000,93075000,70850000,475975000,316350000,70850000,316350000,93075000,109550000,87325000,63575000,316350000,144850000,63575000,93075000,93075000,93075000,63575000,87325000,70850000,316350000,70850000,316350000,70850000,70850000,93075000,93075000,70850000,60950000,144850000,63575000,87325000,109550000,70850000,93075000,63575000,70850000,93075000,60950000,87325000,316350000,316350000,316350000,70850000,93075000,0
Macropus rufus,144850000,144850000,144850000,338650000,144850000,316350000,144850000,144850000,316350000,144850000,88177000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,109550000,316350000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,46132500,316350000,144850000,144850000,144850000,144850000,144850000,3075500,316350000,144850000,144850000,475975000,316350000,144850000,316350000,144850000,109550000,144850000,144850000,316350000,46132500,144850000,144850000,144850000,144850000,144850000,144850000,144850000,316350000,144850000,316350000,144850000,144850000,144850000,144850000,144850000,144850000,81700000,144850000,144850000,109550000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,316350000,316350000,316350000,144850000,144850000,144850000,0
Meles meles,99275000,99275000,57350000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,18920000,99275000,16407500,99275000,44675000,109550000,316350000,87325000,99275000,57350000,70850000,87325000,20507500,20507500,57350000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,57350000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,44675000,316350000,44675000,316350000,63150000,44675000,99275000,99275000,44675000,67150000,144850000,69775000,87325000,109550000,44675000,99275000,69775000,44675000,99275000,67150000,87325000,316350000,316350000,316350000,44675000,99275000,70850000,144850000,0
Myotis velifer,99275000,99275000,63150000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,63150000,99275000,63150000,99275000,63150000,109550000,316350000,87325000,99275000,63150000,70850000,87325000,63150000,63150000,63150000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,50400000,475975000,316350000,63150000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,63150000,316350000,63150000,316350000,24732500,63150000,99275000,99275000,63150000,67150000,144850000,69775000,87325000,109550000,63150000,99275000,69775000,63150000,99275000,67150000,87325000,316350000,316350000,316350000,63150000,99275000,70850000,144850000,63150000,0
Ornithorhynchus anatinus,171350000,171350000,171350000,338650000,171350000,316350000,171350000,171350000,316350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,113700000,316350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,316350000,171350000,171350000,171350000,171350000,171350000,171350000,316350000,171350000,171350000,475975000,316350000,171350000,316350000,171350000,113700000,171350000,171350000,316350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,316350000,171350000,316350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,113700000,171350000,171350000,171350000,171350000,171350000,171350000,171350000,316350000,316350000,316350000,171350000,171350000,171350000,171350000,171350000,171350000,0
Potorous tridactylus,144850000,144850000,144850000,338650000,144850000,316350000,144850000,144850000,316350000,144850000,88177000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,109550000,316350000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,46132500,316350000,144850000,144850000,144850000,144850000,144850000,27090000,316350000,144850000,144850000,475975000,316350000,144850000,316350000,144850000,109550000,144850000,144850000,316350000,46132500,144850000,144850000,144850000,144850000,144850000,144850000,144850000,316350000,144850000,316350000,144850000,144850000,144850000,144850000,144850000,144850000,81700000,144850000,144850000,109550000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,316350000,316350000,316350000,144850000,144850000,144850000,27090000,144850000,144850000,171350000,0
Tadarida brasiliensis,99275000,99275000,63150000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,63150000,99275000,63150000,99275000,63150000,109550000,316350000,87325000,99275000,63150000,70850000,87325000,63150000,63150000,63150000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,50400000,475975000,316350000,63150000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,63150000,316350000,63150000,316350000,44500000,63150000,99275000,99275000,63150000,67150000,144850000,69775000,87325000,109550000,63150000,99275000,69775000,63150000,99275000,67150000,87325000,316350000,316350000,316350000,63150000,99275000,70850000,144850000,63150000,44500000,171350000,144850000,0
Thunnus thynnus,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,475975000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,449275000,0
Vulpes vulpes,99275000,99275000,57350000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,44675000,99275000,44675000,99275000,43875000,109550000,316350000,87325000,99275000,57350000,70850000,87325000,44675000,44675000,57350000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,57350000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,43875000,316350000,43875000,316350000,63150000,21667500,99275000,99275000,21667500,67150000,144850000,69775000,87325000,109550000,43875000,99275000,69775000,43875000,99275000,67150000,87325000,316350000,316350000,316350000,43875000,99275000,70850000,144850000,44675000,63150000,171350000,144850000,63150000,449275000,0
Sus scrofa,87325000,87325000,87325000,338650000,87325000,316350000,41875000,87325000,316350000,87325000,88177000,43325000,87325000,87325000,87325000,87325000,87325000,87325000,109550000,316350000,41875000,87325000,87325000,87325000,41875000,87325000,87325000,87325000,144850000,316350000,41875000,87325000,87325000,87325000,41875000,144850000,316350000,87325000,87325000,475975000,316350000,87325000,316350000,87325000,109550000,41875000,87325000,316350000,144850000,87325000,87325000,87325000,87325000,87325000,41875000,87325000,316350000,87325000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,41875000,109550000,87325000,87325000,87325000,87325000,87325000,87325000,41875000,316350000,316350000,316350000,87325000,87325000,87325000,144850000,87325000,87325000,171350000,144850000,87325000,449275000,87325000,0
Rhea americana,316350000,316350000,316350000,338650000,316350000,100750000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,35487500,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,475975000,95650000,316350000,100750000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,0
Saguinus fuscicollis,66450000,66450000,99275000,338650000,18900000,316350000,87325000,32327925,316350000,93075000,88177000,87325000,18900000,99275000,25062500,99275000,66450000,99275000,109550000,316350000,87325000,66450000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,5850,25062500,87325000,144850000,316350000,25062500,99275000,475975000,316350000,99275000,316350000,18900000,109550000,87325000,92000000,316350000,144850000,92000000,31975000,25062500,16025000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,16025000,25062500,99275000,89375000,144850000,92000000,87325000,109550000,99275000,66450000,92000000,99275000,20450000,89375000,87325000,316350000,316350000,316350000,99275000,66450000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,0
Suncus murinus,99275000,99275000,73050000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,73050000,99275000,73050000,99275000,73050000,109550000,316350000,87325000,99275000,73050000,70850000,87325000,73050000,73050000,73050000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,73050000,475975000,316350000,73050000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,73050000,316350000,73050000,316350000,73050000,73050000,99275000,99275000,73050000,67150000,144850000,69775000,87325000,109550000,73050000,99275000,69775000,73050000,99275000,67150000,87325000,316350000,316350000,316350000,73050000,99275000,70850000,144850000,73050000,73050000,171350000,144850000,73050000,449275000,73050000,87325000,316350000,99275000,0
Trichechus inunguis,93075000,93075000,70850000,338650000,93075000,316350000,87325000,93075000,316350000,62525000,88177000,87325000,93075000,70850000,93075000,70850000,93075000,70850000,109550000,316350000,87325000,93075000,70850000,54750000,87325000,70850000,70850000,70850000,144850000,316350000,87325000,63575000,93075000,93075000,87325000,144850000,316350000,93075000,70850000,475975000,316350000,70850000,316350000,93075000,109550000,87325000,63575000,316350000,144850000,63575000,93075000,93075000,93075000,63575000,87325000,70850000,316350000,70850000,316350000,70850000,70850000,93075000,93075000,70850000,60950000,144850000,63575000,87325000,109550000,70850000,93075000,63575000,70850000,93075000,60950000,87325000,316350000,316350000,316350000,70850000,93075000,54750000,144850000,70850000,70850000,171350000,144850000,70850000,449275000,70850000,87325000,316350000,93075000,70850000,0
Lemur catta,66450000,66450000,99275000,338650000,52675000,316350000,87325000,32327925,316350000,93075000,88177000,87325000,52675000,99275000,52675000,99275000,66450000,99275000,109550000,316350000,87325000,66450000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,52675000,52675000,87325000,144850000,316350000,52675000,99275000,475975000,316350000,99275000,316350000,52675000,109550000,87325000,92000000,316350000,144850000,92000000,52675000,52675000,52675000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,52675000,52675000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,66450000,92000000,99275000,52675000,89375000,87325000,316350000,316350000,316350000,99275000,66450000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,52675000,99275000,93075000,0
Lynx lynx,99275000,99275000,10607500,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,57350000,99275000,57350000,99275000,57350000,109550000,316350000,87325000,99275000,27525000,70850000,87325000,57350000,57350000,30557500,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,10607500,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,57350000,316350000,57350000,316350000,63150000,57350000,99275000,99275000,57350000,67150000,144850000,69775000,87325000,109550000,57350000,99275000,69775000,57350000,99275000,67150000,87325000,316350000,316350000,316350000,57350000,99275000,70850000,144850000,57350000,63150000,171350000,144850000,63150000,449275000,57350000,87325000,316350000,99275000,73050000,70850000,99275000,0
Macropus eugenii,144850000,144850000,144850000,338650000,144850000,316350000,144850000,144850000,316350000,144850000,88177000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,109550000,316350000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,46132500,316350000,144850000,144850000,144850000,144850000,144850000,2658750,316350000,144850000,144850000,475975000,316350000,144850000,316350000,144850000,109550000,144850000,144850000,316350000,46132500,144850000,144850000,144850000,144850000,144850000,144850000,144850000,316350000,144850000,316350000,144850000,144850000,144850000,144850000,144850000,144850000,81700000,144850000,144850000,109550000,144850000,144850000,144850000,144850000,144850000,144850000,144850000,316350000,316350000,316350000,144850000,144850000,144850000,1773750,144850000,144850000,171350000,27090000,144850000,449275000,144850000,144850000,316350000,144850000,144850000,144850000,144850000,144850000,0
Ondatra zibethicus,37025000,37025000,99275000,338650000,66450000,316350000,87325000,66450000,316350000,93075000,88177000,87325000,66450000,99275000,66450000,99275000,3908250,99275000,109550000,316350000,87325000,47800000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,66450000,66450000,87325000,144850000,316350000,66450000,99275000,475975000,316350000,99275000,316350000,66450000,109550000,87325000,92000000,316350000,144850000,92000000,66450000,66450000,66450000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,66450000,66450000,99275000,89375000,144850000,92000000,87325000,109550000,99275000,60725000,92000000,99275000,66450000,89375000,87325000,316350000,316350000,316350000,99275000,60725000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,66450000,99275000,93075000,66450000,99275000,144850000,0
Phoca vitulina,99275000,99275000,57350000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,44675000,99275000,44675000,99275000,28957500,109550000,316350000,87325000,99275000,57350000,70850000,87325000,44675000,44675000,57350000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,57350000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,33275000,316350000,33275000,316350000,63150000,43875000,99275000,99275000,43875000,67150000,144850000,69775000,87325000,109550000,28957500,99275000,69775000,33275000,99275000,67150000,87325000,316350000,316350000,316350000,33275000,99275000,70850000,144850000,44675000,63150000,171350000,144850000,63150000,449275000,43875000,87325000,316350000,99275000,73050000,70850000,99275000,57350000,144850000,99275000,0
Pongo pygmaeus,66450000,66450000,99275000,338650000,31975000,316350000,87325000,32327925,316350000,93075000,88177000,87325000,31975000,99275000,24237500,99275000,66450000,99275000,109550000,316350000,87325000,66450000,99275000,93075000,87325000,99275000,99275000,99275000,144850000,316350000,87325000,92000000,31975000,24237500,87325000,144850000,316350000,24237500,99275000,475975000,316350000,99275000,316350000,31975000,109550000,87325000,92000000,316350000,144850000,92000000,9906000,24237500,31975000,92000000,87325000,99275000,316350000,99275000,316350000,99275000,99275000,31975000,24237500,99275000,89375000,144850000,92000000,87325000,109550000,99275000,66450000,92000000,99275000,31975000,89375000,87325000,316350000,316350000,316350000,99275000,66450000,93075000,144850000,99275000,99275000,171350000,144850000,99275000,449275000,99275000,87325000,316350000,31975000,99275000,93075000,52675000,99275000,144850000,66450000,99275000,0
Pteronura brasiliensis,99275000,99275000,57350000,338650000,99275000,316350000,87325000,99275000,316350000,70850000,88177000,87325000,99275000,4158175,99275000,15827500,99275000,44675000,109550000,316350000,87325000,99275000,57350000,70850000,87325000,19927500,19927500,57350000,144850000,316350000,87325000,69775000,99275000,99275000,87325000,144850000,316350000,99275000,63150000,475975000,316350000,57350000,316350000,99275000,109550000,87325000,69775000,316350000,144850000,69775000,99275000,99275000,99275000,69775000,87325000,44675000,316350000,44675000,316350000,63150000,44675000,99275000,99275000,44675000,67150000,144850000,69775000,87325000,109550000,44675000,99275000,69775000,44675000,99275000,67150000,87325000,316350000,316350000,316350000,44675000,99275000,70850000,144850000,18920000,63150000,171350000,144850000,63150000,449275000,44675000,87325000,316350000,99275000,73050000,70850000,99275000,57350000,144850000,99275000,44675000,99275000,0
Rangifer tarandus,87325000,87325000,87325000,338650000,87325000,316350000,48200000,87325000,316350000,87325000,88177000,49650000,87325000,87325000,87325000,87325000,87325000,87325000,109550000,316350000,48200000,87325000,87325000,87325000,48200000,87325000,87325000,87325000,144850000,316350000,33350000,87325000,87325000,87325000,48200000,144850000,316350000,87325000,87325000,475975000,316350000,87325000,316350000,87325000,109550000,33350000,87325000,316350000,144850000,87325000,87325000,87325000,87325000,87325000,33350000,87325000,316350000,87325000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,48200000,109550000,87325000,87325000,87325000,87325000,87325000,87325000,33350000,316350000,316350000,316350000,87325000,87325000,87325000,144850000,87325000,87325000,171350000,144850000,87325000,449275000,87325000,41875000,316350000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,87325000,87325000,87325000,0
Rhinoceros unicornis,92000000,92000000,69775000,338650000,92000000,316350000,87325000,92000000,316350000,63575000,88177000,87325000,92000000,69775000,92000000,69775000,92000000,69775000,109550000,316350000,87325000,92000000,69775000,63575000,87325000,69775000,69775000,69775000,144850000,316350000,87325000,53150000,92000000,92000000,87325000,144850000,316350000,92000000,69775000,475975000,316350000,69775000,316350000,92000000,109550000,87325000,18436500,316350000,144850000,53150000,92000000,92000000,92000000,62500000,87325000,69775000,316350000,69775000,316350000,69775000,69775000,92000000,92000000,69775000,59875000,144850000,53150000,87325000,109550000,69775000,92000000,62500000,69775000,92000000,59875000,87325000,316350000,316350000,316350000,69775000,92000000,63575000,144850000,69775000,69775000,171350000,144850000,69775000,449275000,69775000,87325000,316350000,92000000,69775000,63575000,92000000,69775000,144850000,92000000,69775000,92000000,69775000,87325000,0
Aythya affinis,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,0
